english_title,new_hymnal_numbers,old_hymnal_numbers,recommended_manual_query,youtube_search,google_search,hymns_for_worship_search,hymncds_search,notes
What Did He Do?,13,12,"""What Did He Do?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+Did+He+Do%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+Did+He+Do%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+Did+He+Do%3F,https://www.hymncds.com/search?type=product&q=What+Did+He+Do%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
What if it were Today,,214,"""What if it were Today"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+if+it+were+Today%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+if+it+were+Today%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+if+it+were+Today,https://www.hymncds.com/search?type=product&q=What+if+it+were+Today,Use accompaniment/instrumental only. Verify license before download or app redistribution.
What if were Today,214,,"""What if were Today"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+if+were+Today%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+if+were+Today%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+if+were+Today,https://www.hymncds.com/search?type=product&q=What+if+were+Today,Use accompaniment/instrumental only. Verify license before download or app redistribution.
What the World Needs is Jesus,253,254,"""What the World Needs is Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22What+the+World+Needs+is+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22What+the+World+Needs+is+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=What+the+World+Needs+is+Jesus,https://www.hymncds.com/search?type=product&q=What+the+World+Needs+is+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When He Cometh,270,270,"""When He Cometh"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+He+Cometh%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+He+Cometh%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+He+Cometh,https://www.hymncds.com/search?type=product&q=When+He+Cometh,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When I Survery the Woundrous Cross,,171,"""When I Survery the Woundrous Cross"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+I+Survery+the+Woundrous+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+I+Survery+the+Woundrous+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+I+Survery+the+Woundrous+Cross,https://www.hymncds.com/search?type=product&q=When+I+Survery+the+Woundrous+Cross,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When I Survey the Wondrous Cross,179,,"""When I Survey the Wondrous Cross"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+I+Survey+the+Wondrous+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+I+Survey+the+Wondrous+Cross%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+I+Survey+the+Wondrous+Cross,https://www.hymncds.com/search?type=product&q=When+I+Survey+the+Wondrous+Cross,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When Jesus Shall Gather the Nation,207,,"""When Jesus Shall Gather the Nation"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+Jesus+Shall+Gather+the+Nation%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+Jesus+Shall+Gather+the+Nation%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+Jesus+Shall+Gather+the+Nation,https://www.hymncds.com/search?type=product&q=When+Jesus+Shall+Gather+the+Nation,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When Jesus Shall Gather the Nations,,208,"""When Jesus Shall Gather the Nations"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+Jesus+Shall+Gather+the+Nations%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+Jesus+Shall+Gather+the+Nations%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+Jesus+Shall+Gather+the+Nations,https://www.hymncds.com/search?type=product&q=When+Jesus+Shall+Gather+the+Nations,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"When Peace, Like a River",142,140,"""When Peace, Like a River"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+Peace%2C+Like+a+River%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+Peace%2C+Like+a+River%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+Peace%2C+Like+a+River,https://www.hymncds.com/search?type=product&q=When+Peace%2C+Like+a+River,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When the Roll is Called Up Younder,225,224,"""When the Roll is Called Up Younder"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+the+Roll+is+Called+Up+Younder%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+the+Roll+is+Called+Up+Younder%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+the+Roll+is+Called+Up+Younder,https://www.hymncds.com/search?type=product&q=When+the+Roll+is+Called+Up+Younder,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When We All Get to Heaven,,218,"""When We All Get to Heaven"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+We+All+Get+to+Heaven%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+We+All+Get+to+Heaven%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+We+All+Get+to+Heaven,https://www.hymncds.com/search?type=product&q=When+We+All+Get+to+Heaven,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When We Come to Hear His Word,28,29,"""When We Come to Hear His Word"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+We+Come+to+Hear+His+Word%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+We+Come+to+Hear+His+Word%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+We+Come+to+Hear+His+Word,https://www.hymncds.com/search?type=product&q=When+We+Come+to+Hear+His+Word,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When We Walk With the Lord,306,118,"""When We Walk With the Lord"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+We+Walk+With+the+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+We+Walk+With+the+Lord%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+We+Walk+With+the+Lord,https://www.hymncds.com/search?type=product&q=When+We+Walk+With+the+Lord,Use accompaniment/instrumental only. Verify license before download or app redistribution.
When Weall Get to Heaven,223,,"""When Weall Get to Heaven"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22When+Weall+Get+to+Heaven%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22When+Weall+Get+to+Heaven%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=When+Weall+Get+to+Heaven,https://www.hymncds.com/search?type=product&q=When+Weall+Get+to+Heaven,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Where the Gates Swing Outward Never,263,240,"""Where the Gates Swing Outward Never"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Where+the+Gates+Swing+Outward+Never%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Where+the+Gates+Swing+Outward+Never%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Where+the+Gates+Swing+Outward+Never,https://www.hymncds.com/search?type=product&q=Where+the+Gates+Swing+Outward+Never,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wholly Thine,124,126,"""Wholly Thine"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wholly+Thine%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wholly+Thine%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wholly+Thine,https://www.hymncds.com/search?type=product&q=Wholly+Thine,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Wide, Wide as the Ocean",,252,"""Wide, Wide as the Ocean"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wide%2C+Wide+as+the+Ocean%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wide%2C+Wide+as+the+Ocean%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wide%2C+Wide+as+the+Ocean,https://www.hymncds.com/search?type=product&q=Wide%2C+Wide+as+the+Ocean,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Wide, Wide as the Ocen",159,,"""Wide, Wide as the Ocen"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wide%2C+Wide+as+the+Ocen%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wide%2C+Wide+as+the+Ocen%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wide%2C+Wide+as+the+Ocen,https://www.hymncds.com/search?type=product&q=Wide%2C+Wide+as+the+Ocen,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Will there Any Stars?,,222,"""Will there Any Stars?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Will+there+Any+Stars%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Will+there+Any+Stars%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Will+there+Any+Stars%3F,https://www.hymncds.com/search?type=product&q=Will+there+Any+Stars%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Will there be any Stars?,222,,"""Will there be any Stars?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Will+there+be+any+Stars%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Will+there+be+any+Stars%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Will+there+be+any+Stars%3F,https://www.hymncds.com/search?type=product&q=Will+there+be+any+Stars%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Will Your Anchor Hold?,297,110,"""Will Your Anchor Hold?"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Will+Your+Anchor+Hold%3F%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Will+Your+Anchor+Hold%3F%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Will+Your+Anchor+Hold%3F,https://www.hymncds.com/search?type=product&q=Will+Your+Anchor+Hold%3F,Use accompaniment/instrumental only. Verify license before download or app redistribution.
With Thy Spirit Fill Me,74,67,"""With Thy Spirit Fill Me"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22With+Thy+Spirit+Fill+Me%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22With+Thy+Spirit+Fill+Me%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=With+Thy+Spirit+Fill+Me,https://www.hymncds.com/search?type=product&q=With+Thy+Spirit+Fill+Me,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful,176,263,"""Wonderful"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful,https://www.hymncds.com/search?type=product&q=Wonderful,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful Grace of Jesus,250,233,"""Wonderful Grace of Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful+Grace+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful+Grace+of+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful+Grace+of+Jesus,https://www.hymncds.com/search?type=product&q=Wonderful+Grace+of+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful Jesus,,253,"""Wonderful Jesus"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful+Jesus%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful+Jesus,https://www.hymncds.com/search?type=product&q=Wonderful+Jesus,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful Love,155,,"""Wonderful Love"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful+Love%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful+Love%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful+Love,https://www.hymncds.com/search?type=product&q=Wonderful+Love,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful Peace,145,139,"""Wonderful Peace"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful+Peace%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful+Peace%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful+Peace,https://www.hymncds.com/search?type=product&q=Wonderful+Peace,Use accompaniment/instrumental only. Verify license before download or app redistribution.
Wonderful Words of Life,202,202,"""Wonderful Words of Life"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Wonderful+Words+of+Life%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Wonderful+Words+of+Life%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Wonderful+Words+of+Life,https://www.hymncds.com/search?type=product&q=Wonderful+Words+of+Life,Use accompaniment/instrumental only. Verify license before download or app redistribution.
"Work, for the Night is Coming",121,152,"""Work, for the Night is Coming"" instrumental accompaniment SDA Hymnal",https://www.youtube.com/results?search_query=%22Work%2C+for+the+Night+is+Coming%22+instrumental+accompaniment+SDA+Hymnal,https://www.google.com/search?q=%22Work%2C+for+the+Night+is+Coming%22+instrumental+accompaniment+SDA+Hymnal,https://shop.hymnsforworship.org/?q=Work%2C+for+the+Night+is+Coming,https://www.hymncds.com/search?type=product&q=Work%2C+for+the+Night+is+Coming,Use accompaniment/instrumental only. Verify license before download or app redistribution.
